"Interval start","All Packets"
9418,3
9418.5,3
9419,3
9419.5,4
9420,3
9420.5,3
9421,3
9421.5,4
9422,4
9422.5,3
9423,3
9423.5,3
9424,3
9424.5,4
9425,3
9425.5,3
9426,3
9426.5,4
9427,4
9427.5,3
9428,3
9428.5,4
9429,3
9429.5,3
9430,4
9430.5,3
9431,3
9431.5,5
9432,3
9432.5,3
9433,4
9433.5,3
9434,3
9434.5,4
9435,3
9435.5,3
9436,4
9436.5,3
9437,3
9437.5,3
9438,4
9438.5,3
9439,4
9439.5,4
9440,3
9440.5,3
9441,4
9441.5,3
9442,3
9442.5,3
9443,4
9443.5,3
9444,3
9444.5,4
9445,3
9445.5,4
9446,4
9446.5,4
9447,3
9447.5,5
9448,3
9448.5,4
9449,4
9449.5,3
9450,3
9450.5,4
9451,3
9451.5,3
9452,4
9452.5,3
9453,3
9453.5,4
9454,3
9454.5,4
9455,3
9455.5,4
9456,4
9456.5,4
9457,3
9457.5,4
9458,3
9458.5,3
9459,4
9459.5,3
9460,3
9460.5,4
9461,3
9461.5,4
9462,3
9462.5,3
9463,4
9463.5,3
9464,3
9464.5,4
9465,4
9465.5,4
9466,4
9466.5,3
9467,3
9467.5,4
9468,3
9468.5,3
9469,4
9469.5,3
9470,3
9470.5,4
9471,3
9471.5,4
9472,3
9472.5,3
9473,4
9473.5,3
9474,4
9474.5,4
9475,3
9475.5,3
9476,4
9476.5,3
9477,3
9477.5,4
9478,3
9478.5,4
9479,3
9479.5,4
9480,3
9480.5,4
9481,3
9481.5,3
9482,4
9482.5,3
9483,4
9483.5,3
9484,3
9484.5,3
9485,3
9485.5,5
9486,3
9486.5,3
9487,4
9487.5,3
9488,3
9488.5,4
9489,3
9489.5,3
9490,4
9490.5,3
9491,3
9491.5,5
9492,3
9492.5,3
9493,4
9493.5,3
9494,3
9494.5,3
9495,4
9495.5,3
9496,3
9496.5,3
9497,4
9497.5,3
9498,3
9498.5,4
9499,3
9499.5,4
9500,4
9500.5,3
9501,3
9501.5,4
9502,3
9502.5,3
9503,4
9503.5,5
9504,3
9504.5,4
9505,5
9505.5,4
9506,4
9506.5,3
9507,3
9507.5,4
9508,3
9508.5,3
9509,4
9509.5,3
9510,3
9510.5,4
9511,3
9511.5,3
9512,5
9512.5,3
9513,3
9513.5,4
9514,3
9514.5,4
9515,5
9515.5,3
9516,3
9516.5,4
9517,3
9517.5,3
9518,4
9518.5,3
9519,3
9519.5,4
9520,3
9520.5,3
9521,3
9521.5,4
9522,3
9522.5,4
9523,3
9523.5,3
9524,4
9524.5,7
9525,4
9525.5,7
9526,13
9526.5,6
9527,5
9527.5,5
9528,3
9528.5,5
9529,4
9529.5,4
9530,4
9530.5,3
9531,4
9531.5,3
9532,3
9532.5,4
9533,3
9533.5,3
9534,4
9534.5,4
9535,3
9535.5,3
9536,4
9536.5,3
9537,3
9537.5,4
9538,4
9538.5,3
9539,4
9539.5,3
9540,3
9540.5,4
9541,3
9541.5,3
9542,4
9542.5,3
9543,3
9543.5,4
9544,3
9544.5,3
9545,5
9545.5,3
9546,5
9546.5,3
9547,3
9547.5,4
9548,3
9548.5,3
9549,4
9549.5,3
9550,3
9550.5,4
9551,3
9551.5,4
9552,4
9552.5,3
9553,4
9553.5,4
9554,3
9554.5,4
9555,3
9555.5,3
9556,3
9556.5,4
9557,3
9557.5,3
9558,4
9558.5,3
9559,3
9559.5,4
9560,3
9560.5,4
9561,3
9561.5,4
9562,3
9562.5,5
9563,3
9563.5,3
9564,4
9564.5,4
9565,4
9565.5,4
9566,4
9566.5,3
9567,4
9567.5,3
9568,4
9568.5,3
9569,3
9569.5,4
9570,3
9570.5,3
9571,5
9571.5,3
9572,3
9572.5,4
9573,3
9573.5,3
9574,4
9574.5,3
9575,3
9575.5,5
9576,3
9576.5,3
9577,4
9577.5,3
9578,4
9578.5,4
9579,3
9579.5,4
9580,4
9580.5,3
9581,4
9581.5,3
9582,3
9582.5,4
9583,4
9583.5,3
9584,4
9584.5,3
9585,3
9585.5,4
9586,4
9586.5,3
9587,4
9587.5,3
9588,3
9588.5,4
9589,3
9589.5,3
9590,4
9590.5,3
9591,3
9591.5,5
9592,3
9592.5,3
9593,4
9593.5,3
9594,3
9594.5,4
9595,3
9595.5,3
9596,4
9596.5,3
9597,3
9597.5,4
9598,3
9598.5,3
9599,4
9599.5,4
9600,3
9600.5,4
9601,3
9601.5,3
9602,3
9602.5,0
9603,0
9603.5,0
9604,0
9604.5,0
9605,1
9605.5,0
9606,0
9606.5,1
9607,0
9607.5,0
9608,0
9608.5,0
9609,0
9609.5,0
9610,0
9610.5,0
9611,0
9611.5,0
9612,0
9612.5,0
9613,0
9613.5,0
9614,1
9614.5,0
9615,0
9615.5,0
9616,0
9616.5,0
9617,0
9617.5,1
9618,0
9618.5,0
9619,0
9619.5,0
9620,0
9620.5,0
9621,0
9621.5,0
9622,0
9622.5,1
9623,0
9623.5,1
9624,0
9624.5,0
9625,1
9625.5,0
9626,0
9626.5,1
9627,0
9627.5,0
9628,0
9628.5,0
9629,0
9629.5,0
9630,0
9630.5,0
9631,1
9631.5,0
9632,0
9632.5,0
9633,0
9633.5,0
9634,0
9634.5,0
9635,0
9635.5,0
9636,0
9636.5,0
9637,0
9637.5,0
9638,0
9638.5,0
9639,0
9639.5,0
9640,1
9640.5,0
9641,0
9641.5,0
9642,0
9642.5,0
9643,0
9643.5,0
9644,0
9644.5,0
9645,0
9645.5,0
9646,0
9646.5,1
9647,0
9647.5,1
9648,0
9648.5,1
9649,0
9649.5,0
9650,0
9650.5,0
9651,0
9651.5,0
9652,0
9652.5,0
9653,0
9653.5,0
9654,0
9654.5,0
9655,6
9655.5,1
9656,0
9656.5,1
9657,0
9657.5,1
9658,0
9658.5,0
9659,0
9659.5,0
9660,0
9660.5,0
9661,0
9661.5,0
9662,0
9662.5,0
9663,0
9663.5,0
9664,0
9664.5,0
9665,0
9665.5,1
9666,0
9666.5,0
9667,0
9667.5,0
9668,1
9668.5,0
9669,0
9669.5,0
9670,0
9670.5,0
9671,0
9671.5,1
9672,0
9672.5,0
9673,0
9673.5,0
9674,1
9674.5,0
9675,0
9675.5,0
9676,0
9676.5,1
9677,0
9677.5,0
9678,0
9678.5,0
9679,0
9679.5,0
9680,0
9680.5,0
9681,0
9681.5,0
9682,0
9682.5,0
9683,0
9683.5,0
9684,0
9684.5,0
9685,1
9685.5,2
9686,0
9686.5,0
9687,0
9687.5,0
9688,0
9688.5,0
9689,0
9689.5,0
9690,0
9690.5,0
9691,0
9691.5,0
9692,0
9692.5,0
9693,0
9693.5,0
9694,12
9694.5,0
9695,1
9695.5,1
9696,3
9696.5,0
9697,1
9697.5,0
9698,0
9698.5,0
9699,0
9699.5,0
9700,0
9700.5,0
9701,0
9701.5,0
9702,0
9702.5,0
9703,1
9703.5,0
9704,0
9704.5,0
9705,0
9705.5,1
9706,0
9706.5,0
9707,0
9707.5,0
9708,0
9708.5,0
9709,0
9709.5,0
9710,0
9710.5,0
9711,0
9711.5,1
9712,0
9712.5,0
9713,0
9713.5,0
9714,0
9714.5,1
9715,0
9715.5,0
9716,0
9716.5,0
9717,0
9717.5,0
9718,0
9718.5,0
9719,0
9719.5,1
9720,0
9720.5,0
9721,0
9721.5,0
9722,0
9722.5,0
9723,1
9723.5,0
9724,0
9724.5,0
9725,0
9725.5,0
9726,1
9726.5,0
9727,0
9727.5,0
9728,0
9728.5,0
9729,0
9729.5,0
9730,0
9730.5,1
9731,0
9731.5,0
9732,1
9732.5,0
9733,0
9733.5,0
9734,0
9734.5,0
9735,0
9735.5,0
9736,0
9736.5,0
9737,0
9737.5,0
9738,0
9738.5,0
9739,0
9739.5,0
9740,0
9740.5,1
9741,0
9741.5,0
9742,0
9742.5,0
9743,0
9743.5,1
9744,0
9744.5,0
9745,1
9745.5,0
9746,1
9746.5,0
9747,0
9747.5,0
9748,0
9748.5,0
9749,0
9749.5,1
9750,0
9750.5,0
9751,0
9751.5,0
9752,0
9752.5,0
9753,0
9753.5,0
9754,0
9754.5,0
9755,0
9755.5,0
9756,0
9756.5,0
9757,0
9757.5,0
9758,0
9758.5,0
9759,0
9759.5,0
9760,0
9760.5,0
9761,0
9761.5,0
9762,0
9762.5,0
9763,1
9763.5,0
9764,0
9764.5,0
9765,0
9765.5,0
9766,2
9766.5,0
9767,0
9767.5,1
9768,0
9768.5,0
9769,0
9769.5,0
9770,0
9770.5,0
9771,0
9771.5,0
9772,0
9772.5,0
9773,0
9773.5,0
9774,0
9774.5,0
9775,1
9775.5,0
9776,0
9776.5,0
9777,0
9777.5,0
9778,0
9778.5,0
9779,0
9779.5,0
9780,0
9780.5,0
9781,0
9781.5,0
9782,0
9782.5,0
9783,0
9783.5,1
9784,0
9784.5,1
9785,0
9785.5,0
9786,1
9786.5,0
9787,1
9787.5,0
9788,2
9788.5,0
9789,1
9789.5,4
9790,1
9790.5,0
9791,0
9791.5,1
9792,1
9792.5,0
9793,0
9793.5,0
9794,0
9794.5,0
9795,0
9795.5,0
9796,0
9796.5,0
9797,0
9797.5,0
9798,0
9798.5,0
9799,0
9799.5,0
9800,0
9800.5,0
9801,1
9801.5,0
9802,0
9802.5,1
9803,0
9803.5,0
9804,0
9804.5,0
9805,1
9805.5,0
9806,1
9806.5,0
9807,0
9807.5,0
9808,0
9808.5,0
9809,0
9809.5,1
9810,0
9810.5,0
9811,0
9811.5,0
9812,0
9812.5,0
9813,0
9813.5,0
9814,0
9814.5,1
9815,0
9815.5,1
9816,0
9816.5,0
9817,0
9817.5,0
9818,0
9818.5,1
9819,0
9819.5,0
9820,0
9820.5,0
9821,0
9821.5,1
9822,0
9822.5,0
9823,0
9823.5,0
9824,0
9824.5,0
9825,0
9825.5,0
9826,1
9826.5,0
9827,0
9827.5,0
9828,0
9828.5,0
9829,0
9829.5,0
9830,1
9830.5,0
9831,0
9831.5,0
9832,0
9832.5,0
9833,0
9833.5,0
9834,0
9834.5,0
9835,0
9835.5,0
9836,0
9836.5,0
9837,0
9837.5,0
9838,0
9838.5,0
9839,1
9839.5,1
9840,0
9840.5,0
9841,0
9841.5,0
9842,0
9842.5,0
9843,1
9843.5,0
9844,0
9844.5,0
9845,0
9845.5,0
9846,1
9846.5,0
9847,0
9847.5,1
9848,0
9848.5,0
9849,0
9849.5,0
9850,0
9850.5,0
9851,1
9851.5,9
9852,3
9852.5,0
9853,1
9853.5,0
9854,1
9854.5,0
9855,0
9855.5,0
9856,0
9856.5,1
9857,0
9857.5,0
9858,1
9858.5,0
9859,0
9859.5,0
9860,0
9860.5,0
9861,0
9861.5,0
9862,0
9862.5,0
9863,0
9863.5,1
9864,0
9864.5,0
9865,1
9865.5,0
9866,0
9866.5,1
9867,0
9867.5,0
9868,0
9868.5,0
9869,0
9869.5,0
9870,0
9870.5,0
9871,0
9871.5,0
9872,0
9872.5,0
9873,0
9873.5,0
9874,1
9874.5,0
9875,0
9875.5,0
9876,0
9876.5,0
9877,0
9877.5,0
9878,0
9878.5,0
9879,0
9879.5,0
9880,0
9880.5,0
9881,0
9881.5,0
9882,0
9882.5,1
9883,1
9883.5,0
9884,0
9884.5,0
9885,0
9885.5,0
9886,0
9886.5,1
9887,0
9887.5,1
9888,0
9888.5,0
9889,0
9889.5,0
9890,0
9890.5,0
9891,0
9891.5,1
9892,0
9892.5,0
9893,0
9893.5,0
9894,0
9894.5,0
9895,0
9895.5,0
9896,0
9896.5,0
9897,0
9897.5,0
9898,0
9898.5,0
9899,0
9899.5,1
9900,0
9900.5,0
9901,0
9901.5,1
9902,1
9902.5,0
9903,0
9903.5,0
9904,0
9904.5,0
9905,0
9905.5,1
9906,0
9906.5,0
9907,0
9907.5,0
9908,0
9908.5,0
9909,0
9909.5,0
9910,0
9910.5,1
9911,0
9911.5,1
9912,0
9912.5,0
9913,0
9913.5,0
9914,0
9914.5,0
9915,0
9915.5,0
9916,0
9916.5,0
9917,0
9917.5,0
9918,0
9918.5,0
9919,1
9919.5,0
9920,0
9920.5,0
9921,0
9921.5,0
9922,0
9922.5,0
9923,0
9923.5,0
9924,0
9924.5,0
9925,1
9925.5,1
9926,0
9926.5,0
9927,6
9927.5,0
9928,1
9928.5,0
9929,1
9929.5,0
9930,1
9930.5,0
9931,0
9931.5,0
9932,0
9932.5,0
9933,0
9933.5,0
9934,0
9934.5,0
9935,0
9935.5,1
9936,0
9936.5,0
9937,0
9937.5,0
9938,0
9938.5,1
9939,0
9939.5,0
9940,0
9940.5,0
9941,0
9941.5,0
9942,0
9942.5,0
9943,0
9943.5,0
9944,0
9944.5,0
9945,0
9945.5,1
9946,0
9946.5,0
9947,0
9947.5,1
9948,0
9948.5,0
9949,0
9949.5,0
9950,0
9950.5,0
9951,0
9951.5,0
9952,0
9952.5,0
9953,0
9953.5,0
9954,0
9954.5,0
9955,0
9955.5,1
9956,1
9956.5,0
9957,0
9957.5,0
9958,0
9958.5,0
9959,0
9959.5,2
9960,0
9960.5,0
9961,0
9961.5,0
9962,0
9962.5,0
9963,0
9963.5,0
9964,0
9964.5,0
9965,0
9965.5,1
9966,0
9966.5,0
9967,0
9967.5,0
9968,0
9968.5,0
9969,0
9969.5,1
9970,0
9970.5,0
9971,0
9971.5,0
9972,0
9972.5,0
9973,0
9973.5,0
9974,0
9974.5,0
9975,0
9975.5,0
9976,0
9976.5,0
9977,0
9977.5,0
9978,0
9978.5,0
9979,0
9979.5,0
9980,0
9980.5,0
9981,0
9981.5,0
9982,0
9982.5,0
9983,0
9983.5,2
9984,0
9984.5,0
9985,1
9985.5,0
9986,1
9986.5,0
9987,0
9987.5,0
9988,0
9988.5,0
9989,0
9989.5,0
9990,0
9990.5,0
9991,0
9991.5,0
9992,0
9992.5,1
9993,0
9993.5,0
9994,0
9994.5,0
9995,0
9995.5,0
9996,0
9996.5,0
9997,0
9997.5,0
9998,0
9998.5,0
9999,0
9999.5,0
10000,0
10000.5,0
10001,0
10001.5,0
10002,0
10002.5,1
10003,0
10003.5,0
10004,0
10004.5,0
10005,0
10005.5,0
10006,1
10006.5,10
10007,1
10007.5,2
10008,0
10008.5,0
10009,1
10009.5,0
10010,1
10010.5,0
10011,0
10011.5,1
10012,1
10012.5,0
10013,0
10013.5,0
10014,0
10014.5,0
10015,0
10015.5,0
10016,0
10016.5,0
10017,0
10017.5,0
10018,0
10018.5,0
10019,0
10019.5,0
10020,0
10020.5,1
10021,0
10021.5,0
10022,0
10022.5,0
10023,0
10023.5,0
10024,0
10024.5,0
10025,0
10025.5,0
10026,1
10026.5,0
10027,0
10027.5,0
10028,0
10028.5,0
10029,1
10029.5,0
10030,0
10030.5,0
10031,0
10031.5,1
10032,0
10032.5,0
10033,0
10033.5,0
10034,0
10034.5,0
10035,0
10035.5,0
10036,0
10036.5,0
10037,0
10037.5,0
10038,0
10038.5,0
10039,0
10039.5,1
10040,0
10040.5,0
10041,0
10041.5,0
10042,0
10042.5,0
10043,0
10043.5,0
10044,0
10044.5,0
10045,1
10045.5,0
10046,1
10046.5,0
10047,0
10047.5,0
10048,0
10048.5,1
10049,0
10049.5,0
10050,0
10050.5,0
10051,0
10051.5,0
10052,0
10052.5,0
10053,0
10053.5,0
10054,0
10054.5,0
10055,0
10055.5,1
10056,0
10056.5,0
10057,1
10057.5,0
10058,0
10058.5,0
10059,0
10059.5,0
10060,0
10060.5,0
10061,0
10061.5,0
10062,0
10062.5,0
10063,0
10063.5,0
10064,0
10064.5,0
10065,0
10065.5,0
10066,2
10066.5,0
10067,0
10067.5,0
10068,0
10068.5,1
10069,0
10069.5,0
10070,0
10070.5,0
10071,0
10071.5,0
10072,0
10072.5,1
10073,0
10073.5,0
10074,7
10074.5,1
10075,1
10075.5,0
10076,0
10076.5,0
10077,0
10077.5,0
10078,0
10078.5,0
10079,0
10079.5,1
10080,0
10080.5,0
10081,0
10081.5,0
10082,0
10082.5,0
10083,1
10083.5,0
10084,0
10084.5,0
10085,0
10085.5,0
10086,1
10086.5,0
10087,0
10087.5,0
10088,0
10088.5,0
10089,0
10089.5,0
10090,0
10090.5,0
10091,0
10091.5,0
10092,0
10092.5,0
10093,0
10093.5,1
10094,0
10094.5,0
10095,0
10095.5,0
10096,0
10096.5,0
10097,0
10097.5,0
10098,0
10098.5,0
10099,0
10099.5,0
10100,0
10100.5,0
10101,0
10101.5,0
10102,0
10102.5,1
10103,0
10103.5,1
10104,0
10104.5,0
10105,1
10105.5,0
10106,0
10106.5,1
10107,0
10107.5,0
10108,0
10108.5,0
10109,0
10109.5,0
10110,0
10110.5,0
10111,0
10111.5,1
10112,0
10112.5,0
10113,0
10113.5,0
10114,0
10114.5,1
10115,0
10115.5,0
10116,0
10116.5,0
10117,0
10117.5,0
10118,0
10118.5,0
10119,0
10119.5,0
10120,1
10120.5,0
10121,0
10121.5,0
10122,0
10122.5,0
10123,0
10123.5,0
10124,0
10124.5,0
10125,1
10125.5,0
10126,0
10126.5,1
10127,0
10127.5,1
10128,0
10128.5,0
10129,1
10129.5,0
10130,0
10130.5,0
10131,0
10131.5,0
10132,0
10132.5,0
10133,0
10133.5,0
10134,0
10134.5,0
10135,0
10135.5,0
10136,0
10136.5,0
10137,0
10137.5,1
10138,0
10138.5,0
10139,0
10139.5,0
10140,0
10140.5,0
10141,0
10141.5,0
10142,1
10142.5,0
10143,0
10143.5,0
10144,0
10144.5,0
10145,0
10145.5,0
10146,0
10146.5,2
10147,0
10147.5,0
10148,0
10148.5,0
10149,0
10149.5,0
10150,0
10150.5,0
10151,0
10151.5,1
10152,0
10152.5,0
10153,0
10153.5,0
10154,0
10154.5,0
10155,1
10155.5,0
10156,0
10156.5,0
10157,0
10157.5,0
10158,1
10158.5,0
10159,0
10159.5,0
10160,0
10160.5,0
10161,0
10161.5,0
10162,0
10162.5,0
10163,0
10163.5,0
10164,1
10164.5,0
10165,1
10165.5,1
10166,0
10166.5,0
10167,0
10167.5,0
10168,0
10168.5,0
10169,0
10169.5,0
10170,0
10170.5,0
10171,0
10171.5,0
10172,0
10172.5,2
10173,0
10173.5,0
10174,0
10174.5,0
10175,0
10175.5,1
10176,0
10176.5,6
10177,7
10177.5,0
10178,1
10178.5,1
10179,0
10179.5,1
10180,0
10180.5,0
10181,0
10181.5,2
10182,0
10182.5,0
10183,0
10183.5,0
10184,0
10184.5,0
10185,0
10185.5,1
10186,0
10186.5,0
10187,0
10187.5,0
10188,0
10188.5,0
10189,0
10189.5,0
10190,1
10190.5,0
10191,0
10191.5,0
10192,0
10192.5,0
10193,0
10193.5,0
10194,0
10194.5,0
10195,0
10195.5,0
10196,0
10196.5,0
10197,0
10197.5,0
10198,0
10198.5,0
10199,1
10199.5,1
10200,0
10200.5,0
10201,0
10201.5,0
10202,1
10202.5,0
10203,0
10203.5,0
10204,0
10204.5,0
10205,0
10205.5,1
10206,0
10206.5,0
10207,0
10207.5,1
10208,0
10208.5,0
10209,0
10209.5,0
10210,0
10210.5,0
10211,0
10211.5,0
10212,0
10212.5,0
10213,0
10213.5,0
10214,0
10214.5,0
10215,0
10215.5,0
10216,0
10216.5,1
10217,0
10217.5,0
10218,5
10218.5,1
10219,0
10219.5,1
10220,1
10220.5,0
10221,0
10221.5,0
10222,0
10222.5,0
10223,0
10223.5,1
10224,0
10224.5,0
10225,2
10225.5,0
10226,1
10226.5,0
10227,0
10227.5,0
10228,0
10228.5,0
10229,0
10229.5,0
10230,0
10230.5,0
10231,0
10231.5,0
10232,0
10232.5,0
10233,0
10233.5,0
10234,1
10234.5,0
10235,0
10235.5,0
10236,0
10236.5,0
10237,0
10237.5,1
10238,0
10238.5,0
10239,0
10239.5,0
10240,0
10240.5,0
10241,0
10241.5,0
10242,0
10242.5,1
10243,0
10243.5,0
10244,0
10244.5,0
10245,0
10245.5,0
10246,1
10246.5,0
10247,0
10247.5,1
10248,0
10248.5,0
10249,0
10249.5,0
10250,0
10250.5,0
10251,0
10251.5,1
10252,0
10252.5,0
10253,0
10253.5,0
10254,0
10254.5,0
10255,0
10255.5,0
10256,0
10256.5,0
10257,0
10257.5,0
10258,0
10258.5,0
10259,0
10259.5,0
10260,1
10260.5,0
10261,0
10261.5,0
10262,0
10262.5,0
10263,0
10263.5,0
10264,0
10264.5,0
10265,0
10265.5,0
10266,1
10266.5,0
10267,0
10267.5,0
10268,0
10268.5,0
10269,1
10269.5,0
10270,0
10270.5,0
10271,0
10271.5,1
10272,0
10272.5,0
10273,0
10273.5,0
10274,0
10274.5,0
10275,0
10275.5,0
10276,0
10276.5,0
10277,0
10277.5,1
10278,0
10278.5,0
10279,0
10279.5,0
10280,0
10280.5,1
10281,0
10281.5,0
10282,0
10282.5,0
10283,0
10283.5,0
10284,0
10284.5,0
10285,1
10285.5,0
10286,1
10286.5,0
10287,0
10287.5,0
10288,0
10288.5,0
10289,0
10289.5,1
10290,0
10290.5,0
10291,0
10291.5,0
10292,0
10292.5,0
10293,0
10293.5,0
10294,1
10294.5,0
10295,0
10295.5,1
10296,0
10296.5,0
10297,0
10297.5,0
10298,1
10298.5,0
10299,0
10299.5,0
10300,0
10300.5,0
10301,0
10301.5,0
10302,0
10302.5,0
10303,0
10303.5,0
10304,0
10304.5,0
10305,0
10305.5,0
10306,1
10306.5,0
10307,0
10307.5,0
10308,0
10308.5,1
10309,0
10309.5,0
10310,0
10310.5,0
10311,0
10311.5,0
10312,1
10312.5,0
10313,0
10313.5,0
10314,11
10314.5,1
10315,0
10315.5,1
10316,1
10316.5,1
10317,0
10317.5,1
10318,0
10318.5,0
10319,0
10319.5,1
10320,0
10320.5,1
10321,0
10321.5,0
10322,0
10322.5,0
10323,0
10323.5,0
10324,0
10324.5,0
10325,0
10325.5,0
10326,1
10326.5,0
10327,0
10327.5,0
10328,0
10328.5,0
10329,0
10329.5,1
10330,0
10330.5,0
10331,0
10331.5,0
10332,0
10332.5,0
10333,0
10333.5,0
10334,0
10334.5,0
10335,0
10335.5,0
10336,0
10336.5,0
10337,0
10337.5,0
10338,1
10338.5,0
10339,0
10339.5,0
10340,0
10340.5,0
10341,0
10341.5,0
10342,0
10342.5,0
10343,0
10343.5,1
10344,0
10344.5,0
10345,1
10345.5,0
10346,0
10346.5,1
10347,1
10347.5,0
10348,0
10348.5,0
10349,0
10349.5,0
10350,0
10350.5,1
10351,0
10351.5,0
10352,0
10352.5,0
10353,0
10353.5,0
10354,0
10354.5,0
10355,0
10355.5,1
10356,0
10356.5,0
10357,0
10357.5,0
10358,0
10358.5,0
10359,0
10359.5,0
10360,0
10360.5,3
10361,2
10361.5,2
10362,0
10362.5,0
10363,1
10363.5,0
10364,1
10364.5,0
10365,0
10365.5,0
10366,0
10366.5,1
10367,0
10367.5,1
10368,0
10368.5,0
10369,0
10369.5,0
10370,0
10370.5,0
10371,0
10371.5,0
10372,0
10372.5,0
10373,1
10373.5,0
10374,0
10374.5,0
10375,0
10375.5,0
10376,0
10376.5,0
10377,0
10377.5,0
10378,0
10378.5,0
10379,0
10379.5,0
10380,0
10380.5,0
10381,0
10381.5,1
10382,0
10382.5,0
10383,0
10383.5,0
10384,0
10384.5,0
10385,0
10385.5,0
10386,0
10386.5,1
10387,0
10387.5,0
10388,0
10388.5,0
10389,0
10389.5,0
10390,0
10390.5,1
10391,0
10391.5,1
10392,0
10392.5,1
10393,0
10393.5,0
10394,0
10394.5,0
10395,0
10395.5,0
10396,0
10396.5,0
10397,0
10397.5,0
10398,0
10398.5,0
10399,1
10399.5,0
10400,0
10400.5,0
10401,0
10401.5,0
10402,0
10402.5,0
10403,0
10403.5,0
10404,0
10404.5,0
10405,1
10405.5,1
10406,0
10406.5,1
10407,0
10407.5,0
10408,1
10408.5,0
10409,0
10409.5,0
10410,0
10410.5,0
10411,0
10411.5,0
10412,0
10412.5,0
10413,0
10413.5,0
10414,0
10414.5,1
10415,0
10415.5,1
10416,0
10416.5,1
10417,0
10417.5,0
10418,0
10418.5,0
10419,0
10419.5,0
10420,0
10420.5,0
10421,0
10421.5,0
10422,0
10422.5,0
10423,0
10423.5,0
10424,0
10424.5,0
10425,0
10425.5,2
10426,0
10426.5,0
10427,0
10427.5,0
10428,0
10428.5,1
10429,0
10429.5,0
10430,0
10430.5,0
10431,0
10431.5,0
10432,0
10432.5,0
10433,0
10433.5,0
10434,0
10434.5,1
10435,0
10435.5,0
10436,0
10436.5,0
10437,0
10437.5,0
10438,0
10438.5,0
10439,0
10439.5,1
10440,0
10440.5,0
10441,0
10441.5,0
10442,0
10442.5,0
10443,1
10443.5,0
10444,0
10444.5,0
10445,0
10445.5,1
10446,0
10446.5,0
10447,0
10447.5,0
10448,0
10448.5,0
10449,0
10449.5,0
10450,0
10450.5,0
10451,0
10451.5,0
10452,0
10452.5,0
10453,0
10453.5,0
10454,1
10454.5,0
10455,0
10455.5,0
10456,0
10456.5,0
10457,0
10457.5,0
10458,0
10458.5,0
10459,0
10459.5,0
10460,0
10460.5,0
10461,0
10461.5,0
10462,0
10462.5,1
10463,1
10463.5,1
10464,0
10464.5,0
10465,1
10465.5,2
10466,7
10466.5,5
10467,2
10467.5,1
10468,0
10468.5,1
10469,0
10469.5,0
10470,0
10470.5,0
10471,0
10471.5,0
10472,0
10472.5,0
10473,0
10473.5,0
10474,0
10474.5,1
10475,0
10475.5,0
10476,0
10476.5,0
10477,0
10477.5,0
10478,0
10478.5,0
10479,0
10479.5,0
10480,0
10480.5,0
10481,0
10481.5,0
10482,0
10482.5,0
10483,0
10483.5,1
10484,0
10484.5,0
10485,0
10485.5,0
10486,1
10486.5,0
10487,0
10487.5,1
10488,0
10488.5,0
10489,0
10489.5,0
10490,0
10490.5,0
10491,0
10491.5,0
10492,1
10492.5,0
10493,0
10493.5,0
10494,0
10494.5,0
10495,0
10495.5,0
10496,1
10496.5,0
10497,0
10497.5,0
10498,0
10498.5,0
10499,0
10499.5,0
10500,0
10500.5,0
10501,1
10501.5,7
10502,1
10502.5,1
10503,0
10503.5,0
10504,0
10504.5,0
10505,0
10505.5,0
10506,1
10506.5,0
10507,0
10507.5,0
10508,0
10508.5,0
10509,0
10509.5,1
10510,0
10510.5,0
10511,0
10511.5,1
10512,0
10512.5,0
10513,0
10513.5,0
10514,0
10514.5,0
10515,0
10515.5,0
10516,0
10516.5,0
10517,0
10517.5,0
10518,1
10518.5,1
10519,0
10519.5,1
10520,0
10520.5,0
10521,0
10521.5,0
10522,0
10522.5,0
10523,0
10523.5,0
10524,0
10524.5,0
10525,0
10525.5,0
10526,1
10526.5,0
10527,1
10527.5,0
10528,0
10528.5,0
10529,0
10529.5,0
10530,0
10530.5,0
10531,0
10531.5,0
10532,0
10532.5,0
10533,0
10533.5,0
10534,0
10534.5,0
10535,0
10535.5,1
10536,1
10536.5,0
10537,0
10537.5,0
10538,0
10538.5,0
10539,0
10539.5,0
10540,0
10540.5,0
10541,0
10541.5,0
10542,0
10542.5,0
10543,0
10543.5,0
10544,0
10544.5,1
10545,0
10545.5,0
10546,1
10546.5,0
10547,0
10547.5,1
10548,0
10548.5,0
10549,0
10549.5,0
10550,0
10550.5,0
10551,0
10551.5,0
10552,0
10552.5,0
10553,0
10553.5,0
10554,0
10554.5,0
10555,0
10555.5,0
10556,0
10556.5,1
10557,0
10557.5,0
10558,0
10558.5,0
10559,0
10559.5,2
10560,0
10560.5,0
10561,0
10561.5,0
10562,0
10562.5,0
10563,0
10563.5,0
10564,0
10564.5,0
10565,0
10565.5,0
10566,1
10566.5,0
10567,0
10567.5,0
10568,1
10568.5,0
10569,0
10569.5,0
10570,0
10570.5,0
10571,0
10571.5,0
10572,0
10572.5,0
10573,0
10573.5,0
10574,0
10574.5,0
10575,0
10575.5,1
10576,0
10576.5,0
10577,0
10577.5,0
10578,0
10578.5,0
10579,1
10579.5,0
10580,0
10580.5,0
10581,0
10581.5,0
10582,0
10582.5,0
10583,0
